track_id,listens,title,tracks,type,duration,interest,name,genre_top_Blues,genre_top_Classical,genre_top_Country,genre_top_Easy Listening,genre_top_Electronic,genre_top_Experimental,genre_top_Folk,genre_top_Hip-Hop,genre_top_Instrumental,genre_top_International,genre_top_Jazz,genre_top_Old-Time / Historic,genre_top_Pop,genre_top_Rock,genre_top_Soul-RnB,genre_top_Spoken,genre_top_nan,audio_file,feature_vector
7469,-0.201356825,"There it is, The Creeping Moral Decay of the Past Thousand Years",-0.186663306,Album,-0.670829703,-0.172561956,Rose For Bohdan,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7469.mp3,"[[-3.5971481e+02 -2.6100070e+02 -2.2708757e+02 ... -6.4035368e-01
  -8.2455254e+00 -3.9008419e+01]
 [ 6.9191985e+00 -1.7032520e+01 -4.8274521e+01 ...  8.9000122e+01
   7.8402924e+01  7.3397446e+01]
 [-3.4688072e+01 -2.8507280e+01 -2.5157333e+01 ... -1.8616472e+01
  -1.3164194e+01 -1.7354843e+01]
 ...
 [-2.7396660e+01 -2.6125046e+01 -2.0160660e+01 ...  2.1446500e+00
   6.7096537e-01 -1.9378123e+00]
 [ 1.6687429e-01  6.6095686e+00  2.3751919e+00 ...  9.5364017e+00
   1.4133224e+01  1.2629593e+01]
 [ 2.4945274e+01  3.7565453e+01  4.1399857e+01 ...  4.8373413e+00
   8.5850163e+00  7.7071352e+00]]"
7472,-0.201356825,"There it is, The Creeping Moral Decay of the Past Thousand Years",-0.186663306,Album,-0.6741136,-0.133069292,Rose For Bohdan,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7472.mp3,"[[-154.1036       -6.9077625    35.786144   ...   31.908052
    15.760299    -19.56239   ]
 [  70.44644      68.34412      69.84129    ...   76.105835
    74.914734     71.27194   ]
 [  22.31688       5.103102     -4.555713   ...  -40.81038
   -38.972794    -37.969078  ]
 ...
 [  12.7585945     4.4263296    -1.4374808  ...  -16.980576
    -9.975252     -3.888969  ]
 [   5.47782       3.2898903     0.506433   ...   -9.375956
    -1.7593429     3.032847  ]
 [   3.2393208     0.66564214   -0.21298778 ...   -9.4801035
    -6.302357     -6.280285  ]]"
7480,-0.202432247,Live at WFMU on Liz B's Show on 3/24/2008,-0.314328323,Radio Program,0.685419998,-0.141430589,Mors Ontologica,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7480.mp3,"[[-506.56873   -369.00827   -315.24667   ... -479.02582   -474.8316
  -462.12643  ]
 [  84.27062    104.547325   118.58381   ...  114.77433    105.70096
   115.21818  ]
 [ -50.010498   -62.78389    -63.028053  ...    9.72435    -10.434519
     6.436601 ]
 ...
 [  -9.892618   -15.076765   -22.05589   ...   -6.3968706  -13.856068
    -9.929729 ]
 [ -13.2074795  -18.30999    -23.75881   ...   -3.2426815    0.6941143
     0.5464067]
 [  10.840909    -1.6291332   -9.93875   ...   -8.539253     8.544313
     4.0236583]]"
8204,-0.188573506,P.E.D. N.J. Hardcore 1985-89 (Bootleg),0.094199732,Album,-0.516486516,-0.083585142,P.E.D.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8204.mp3,"[[-248.076       -63.64558     -17.52697    ...  -46.74877
   -56.291477    -86.27305   ]
 [  78.08702      60.62558      52.24266    ...   68.72956
    67.5914       66.335495  ]
 [  -8.575613      6.6423297     2.342492   ...    1.8979545
    -3.173976     -3.9815736 ]
 ...
 [  -0.6766772   -10.091849    -13.095982   ...   -8.44399
    -4.9413605     2.9913607 ]
 [   1.8704268    -2.3375201    -4.937267   ...   -2.8557134
     0.32290196    3.562678  ]
 [  -6.3330164   -11.099695    -12.424982   ...   -7.1530004
    -8.47209     -12.168306  ]]"
8211,-0.161261844,"Live at WFMU's Free Music Series, Southpaw 10/13/2007",-0.263262317,Live Performance,0.271648903,-0.100307735,Alan Vega,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8211.mp3,"[[-3.2188474e+02 -1.8669232e+02 -1.4789954e+02 ... -1.4246964e+02
  -1.4914079e+02 -1.5499734e+02]
 [ 1.2806290e+02  1.4004080e+02  1.3623212e+02 ...  6.8106789e+01
   6.7410324e+01  7.6386826e+01]
 [-6.7473358e+01 -8.1101830e+01 -8.2983719e+01 ...  3.2494499e+01
   3.5918259e+01  3.0762329e+01]
 ...
 [ 4.9378123e+00 -4.9440846e-02 -5.4885440e+00 ... -3.5020134e-01
   4.5427561e-02 -1.0850906e+00]
 [ 5.3637066e+00  2.7758181e+00 -1.8086617e+00 ...  2.7280527e-01
   2.4142108e+00  3.9246290e+00]
 [ 1.0473089e+00  2.6887736e-01 -3.0963054e+00 ... -7.6822491e+00
  -1.6850028e+00  2.6361090e-01]]"
8268,-0.20393378,Private Language,-0.339861327,Album,-0.710236474,-0.15915233,Nat Roe,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8268.mp3,"[[-112.545006     22.435974     55.44521    ...   75.42279
    25.09169       7.7426295 ]
 [  79.62723      71.89923      69.27204    ...   64.64841
    85.92717      71.7496    ]
 [ -25.972523    -30.32795     -31.945782   ...   -3.1842527
    11.320017     -2.289585  ]
 ...
 [ -24.085564    -22.965425    -18.982294   ...   -3.7623749
    -3.9013524     0.30885243]
 [ -30.852283    -26.922215    -20.755625   ...    8.873017
    10.294767     10.417202  ]
 [ -29.613861    -32.271408    -28.857534   ...   -1.355118
    -0.5055753    -0.9837251 ]]"
8284,-0.202635157,Free Matter for the Blind Volume 2: Farewells To Summer,-0.084531292,Album,2.833089016,-0.17608527,Free Matter for the Blind,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8284.mp3,"[[-233.9535      -80.78274     -37.523735   ... -145.41322
  -144.61937    -117.93984   ]
 [ 151.87015     161.7275      164.71881    ...  159.6034
   156.00009     146.29726   ]
 [ -36.554695    -46.67187     -43.55012    ...  -32.4075
   -33.004616    -31.894764  ]
 ...
 [   8.423996     -0.6212615    -4.3107843  ...   -8.85186
    -6.1474876    -6.146251  ]
 [  -2.3548038     7.800401      7.908461   ...   -0.8361101
    -2.8905044    -6.6047077 ]
 [  -0.85022336   -1.2002313     0.51399636 ...    1.9198956
     0.61513674    3.214645  ]]"
8394,-0.177325538,Free Matter for the Blind Volume 5: FILE Under L.O.V.E.,0.477194784,Album,-0.306317071,-0.177978394,Ms Money Money,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8394.mp3,"[[-385.49835   -225.06705   -151.55931   ... -264.17596   -278.4011
  -302.11     ]
 [ 122.2955     208.8099     206.7439    ...  140.69293    139.47827
   139.74919  ]
 [  20.815353   -24.931854   -42.218212  ...  -27.74451    -22.644184
   -15.64609  ]
 ...
 [   3.0211613   15.558058    15.392759  ...    3.2695737    3.6988864
     8.725913 ]
 [  -7.3002844  -11.880263   -14.986877  ...  -25.10272    -29.329113
   -26.230938 ]
 [  -8.460767   -23.083403   -30.375217  ...  -43.095436   -46.870262
   -50.062157 ]]"
8405,-0.177325538,Free Matter for the Blind Volume 5: FILE Under L.O.V.E.,0.477194784,Album,-0.775914425,-0.181343947,Ben Coonley,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8405.mp3,"[[-312.28604   -191.32854   -170.5914    ... -207.05005   -174.97112
  -157.70258  ]
 [ 155.44205    163.46025    151.65685   ...  129.38234    130.30429
   128.5081   ]
 [ -70.77724    -87.1984     -90.72721   ...  -13.067698   -34.037483
   -34.035046 ]
 ...
 [  10.306894    12.848719    11.436636  ...    2.1674337   -1.2103757
    -1.3131368]
 [ -29.710892   -22.272245   -17.720558  ...   -8.718747    -9.18906
    -8.283468 ]
 [ -14.757414   -11.581963    -9.064184  ...    6.682623     8.9524975
    13.343336 ]]"
8514,-0.200436967,Live at WFMU on Diane's Show on 11/6/2008,-0.314328323,Live Performance,0.156712488,-0.13717106,Triclops!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8514.mp3,"[[-338.18182   -200.04454   -170.59422   ... -261.9809    -265.89273
  -279.51196  ]
 [ 144.64737    147.05098    148.00804   ...  114.03111    108.751884
   104.922714 ]
 [ -30.189991   -28.673338   -29.848143  ...    9.429308     3.887281
     7.791422 ]
 ...
 [  14.742504     9.858574     1.6126547 ...   -2.2352514   -3.989603
    -6.676902 ]
 [   6.3897934    5.534215     5.3944645 ...   -8.323633    -8.836334
   -10.426689 ]
 [   6.660261     6.073971     6.610328  ...   -8.68183     -4.7539415
    -8.736386 ]]"
8743,-0.193240432,"Live at the Pink House: January 12th, 2006",-0.237729313,Album,-0.296465378,-0.07906268,Chamomile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8743.mp3,"[[-345.90198     -91.94899     -35.61449    ... -121.7685
  -101.39132     -59.878796  ]
 [ 114.69575     117.337006    114.2891     ...   48.16093
    66.896706    108.014465  ]
 [ -16.064459    -11.945137    -16.072166   ...    3.7107975
     0.50487286   -0.78204745]
 ...
 [  -7.4431314   -10.595245    -14.865913   ...  -20.637245
   -19.57528     -18.946854  ]
 [ -22.363144    -18.323826    -15.748552   ...  -15.975641
   -14.775145    -10.69989   ]
 [  -2.5517378    -7.8639812    -8.855308   ...   -7.4534063
    -4.891425     -3.93398   ]]"
8752,-0.123547671,"Live in Matt's Garage: July 7th, 2005",-0.186663306,Album,-0.910554226,0.002446813,Chamomile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8752.mp3,"[[-5.2276154e+02 -3.9462091e+02 -3.7616061e+02 ... -2.2330330e+02
  -2.0608545e+02 -2.4081250e+02]
 [ 5.1805199e+01  5.1967316e+01  4.4614174e+01 ...  8.9754852e+01
   8.0493919e+01  8.1959915e+01]
 [ 3.4340519e+01  3.5798817e+01  3.6490776e+01 ... -3.8191071e+01
  -2.6122379e+01 -1.9192310e+01]
 ...
 [ 7.5040846e+00  3.5790160e+00  8.2597790e+00 ... -2.0240583e+00
   5.6976080e-04  3.7645531e+00]
 [ 1.9952743e+00  1.0444211e+01  9.0427465e+00 ... -6.9506254e+00
  -8.7960930e+00 -1.1192791e+01]
 [ 2.7204530e+00  3.9780319e+00  6.3215399e+00 ... -3.7378657e+00
   1.7262197e-01  6.1017567e-01]]"
8919,-0.206436334,Bring the Neon War Home,-0.467526344,Album,-0.184812861,-0.08947486,Yellow Swans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8919.mp3,"[[-281.82333    -146.49509     -99.55987    ...   33.605007
    28.250072      6.5616436 ]
 [ 105.706314     95.400444     91.57893    ...   49.999943
    60.224735     66.021904  ]
 [ -27.141457    -35.586548    -41.95103    ...  -54.18875
   -49.83834     -44.6829    ]
 ...
 [  49.195038     39.746468     35.07632    ...    9.995617
     8.020133     -0.77612066]
 [  55.93045      53.43781      44.977077   ...    6.4583664
     7.035071      7.659475  ]
 [   7.017318      9.596954      5.5158377  ...    7.062673
     8.60139      12.860977  ]]"
9013,0.444363106,INTO INFINITY: an exploration of on and on and on and on...,3.464556189,Single Tracks,-0.884283045,-0.137118474,Andrew Pekler,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9013.mp3,"[[-409.05118   -208.43767   -165.0962    ... -236.26982   -255.60925
  -390.56174  ]
 [  12.461005    56.13121     81.459625  ...   29.694489    35.993454
    34.851547 ]
 [  31.978601    17.990568    18.87096   ...   18.271423    19.593742
    34.669506 ]
 ...
 [   1.2214154    9.298473     8.25831   ...    1.762192     2.7975
     4.3726006]
 [  23.441349    22.57883     21.709259  ...   26.862509    27.755802
    27.918505 ]
 [ -26.758368   -16.793373    -6.3654966 ...  -11.783058    -8.046602
    -1.6547263]]"
9065,0.444363106,INTO INFINITY: an exploration of on and on and on and on...,3.464556189,Single Tracks,-0.884283045,-0.118082063,Frosty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9065.mp3,"[[-2.58842651e+02 -1.34011429e+02 -1.07713585e+02 ... -9.60347366e+01
  -1.20906487e+02 -2.29893982e+02]
 [ 1.58137177e+02  1.54372955e+02  1.48174377e+02 ...  1.18766602e+02
   1.26257324e+02  1.33073914e+02]
 [-1.38060637e+01 -2.18454056e+01 -2.68553009e+01 ... -2.38380890e+01
  -2.28936768e+01 -1.97786369e+01]
 ...
 [ 3.22567844e+00  1.82379484e+00 -2.36572027e+00 ... -1.08061457e+01
  -1.48935452e+01 -1.46953917e+01]
 [ 3.89359140e+00 -7.57540166e-02 -4.43506718e+00 ... -1.26843824e+01
  -1.06057777e+01 -1.33377647e+01]
 [-4.43205404e+00 -9.44318771e+00 -1.32430420e+01 ... -1.55659733e+01
  -1.05920448e+01 -7.15023136e+00]]"
9110,0.444363106,INTO INFINITY: an exploration of on and on and on and on...,3.464556189,Single Tracks,-0.87771525,-0.122236418,Occubus Jive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9110.mp3,"[[-1.14141899e+02  3.81015816e+01  5.89603767e+01 ... -2.45111374e+02
  -3.27219604e+02 -4.45389862e+02]
 [ 5.06179428e+01  5.72790718e+01  5.91022186e+01 ...  9.88634338e+01
   9.95645981e+01  1.22532310e+01]
 [-5.32903224e-02  2.06843681e+01  3.14558640e+01 ...  1.20798607e+01
   1.51893902e+01  1.18698692e+01]
 ...
 [-4.84378844e-01  3.86259890e+00  4.99408245e+00 ...  7.32155991e+00
   9.36434937e+00  5.85177708e+00]
 [ 1.02398148e+01  7.00609970e+00  3.70745277e+00 ...  3.81050253e+00
   5.41976261e+00  5.54685545e+00]
 [ 1.18302555e+01  1.00595875e+01  7.61597824e+00 ...  1.84848261e+00
   2.37370491e+00  5.42105818e+00]]"
9142,0.444363106,INTO INFINITY: an exploration of on and on and on and on...,3.464556189,Single Tracks,-0.887566943,-0.025371588,Tropic of Cancer,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9142.mp3,"[[-302.91934    -17.570316    50.157505  ...  -17.260363   -74.18257
  -285.47656  ]
 [ 140.1644     107.76336    100.62459   ...   50.960777    58.402534
    63.1688   ]
 [  52.767258   -15.129446   -17.096767  ...  -11.756736    -8.4244795
     4.0712075]
 ...
 [   4.9536457  -10.528238    -9.639872  ...  -11.34957    -15.2015
   -17.983402 ]
 [  -4.647237     7.604268     9.184624  ...    7.6752057   10.887268
    18.243647 ]
 [  -1.6080382    3.4978597    5.2210197 ...   -2.6104908   -6.9749336
    -4.054297 ]]"
9150,0.444363106,INTO INFINITY: an exploration of on and on and on and on...,3.464556189,Single Tracks,-0.884283045,0.000132995,2 Tall,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9150.mp3,"[[-492.37946   -368.0343    -314.88547   ... -278.31845   -340.48804
  -493.72244  ]
 [  74.21811    151.30386    179.99      ...  187.06708    162.61188
    74.49144  ]
 [   3.026987   -19.039726   -25.79474   ...  -49.502937   -36.710495
     4.504748 ]
 ...
 [ -16.12194    -22.883078   -24.53531   ...  -25.678886   -16.273565
   -15.738363 ]
 [  11.651145     7.172344     8.216005  ...   11.81439     13.634407
     9.3642235]
 [  -5.3287086    1.6688201    0.8078904 ...    6.4331837    5.5937095
     3.0765476]]"
9179,-0.211901372,live at Farmlab 05.22.08,-0.467526344,Live Performance,2.833089016,-0.136645193,Lucky Dragons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9179.mp3,"[[-1.7583644e+02 -2.6389267e+01  1.8142923e+01 ... -1.8553543e+02
  -1.8529951e+02 -1.6933534e+02]
 [ 5.6034245e+01  5.2734703e+01  5.2455925e+01 ...  9.4941902e+01
   1.0708482e+02  1.1217003e+02]
 [ 1.1210442e+01 -5.7109255e-01 -1.1277049e+01 ... -8.7718172e+00
  -8.3875847e+00 -1.3100988e+01]
 ...
 [ 1.1580744e+01  2.4600480e+00 -1.5502775e+00 ...  1.3290500e+01
   1.7497143e+01  1.4315530e+01]
 [-4.3749743e+00 -1.2493056e+00 -1.7661437e+00 ...  1.5669152e+01
   1.6832294e+01  2.1093817e+01]
 [-7.5214849e+00 -1.3615029e+00 -1.0179181e-01 ... -5.8700733e+00
  -6.9712029e+00 -6.6057324e-01]]"
9244,-0.118535799,Your Word is Your Wand,-0.237729313,Album,-0.805469503,0.105516882,Drums Like Machine Guns,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9244.mp3,"[[-336.29007   -207.92725   -169.74574   ... -390.21625   -388.31168
  -386.9603   ]
 [ 126.20798    129.02437    125.563194  ...   41.827583    43.867393
    42.94879  ]
 [  -8.971128   -20.565762   -21.684837  ...  -74.91353    -75.3879
   -75.85115  ]
 ...
 [  19.868881    15.209509    11.043451  ...  -14.670859   -12.045354
    -6.949624 ]
 [  24.255936    18.166796    14.087987  ...  -22.400902   -19.70737
   -19.06794  ]
 [   9.227289     3.0616426    4.0963936 ...   -7.0333805  -10.463228
   -10.034243 ]]"
9256,-0.014125167,Father Sleep,-0.237729313,Album,-0.621571239,0.37870515,Father Sleep,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9256.mp3,"[[-4.9328500e+02 -3.3669858e+02 -1.9852791e+02 ... -1.7510974e+02
  -1.9124109e+02 -1.9437894e+02]
 [ 0.0000000e+00  1.0189558e+02  1.1507663e+02 ...  1.6516409e+02
   1.6642195e+02  1.7528654e+02]
 [ 0.0000000e+00  2.1092138e+00 -1.5006151e+01 ...  5.4494066e+00
   1.3549139e+01  1.6913342e+01]
 ...
 [ 0.0000000e+00 -6.1156950e+00 -1.0815426e+01 ...  5.6832666e+00
   5.5830288e+00  7.0952511e+00]
 [ 0.0000000e+00 -1.7564564e+01 -1.6964512e+01 ...  4.7883158e+00
  -1.6189528e-01  4.8921986e+00]
 [ 0.0000000e+00 -1.9294918e+01 -1.1596804e+01 ... -1.1334166e+01
  -6.1564188e+00  2.2260203e+00]]"
9333,-0.215716077,live on dublab 02.14.07,-0.467526344,Live Performance,6.747494933,-0.167566213,MV + EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9333.mp3,"[[-341.384     -250.61041   -234.88232   ... -375.69147   -362.01984
  -381.26892  ]
 [ 155.64508    193.90466    190.6031    ...    1.2712264  -41.580734
   -52.37877  ]
 [  -9.840549   -41.972393   -55.991913  ...   60.323868    69.63599
    60.861046 ]
 ...
 [ -12.738691   -15.128069   -16.39489   ...  -18.521675   -14.27169
    -6.3477783]
 [  -6.2044945   -9.347146    -9.238952  ...   -8.340131    -7.9623814
    -3.8554308]
 [  13.65738     11.768618    10.35289   ...  -12.219265   -11.934425
   -14.0061   ]]"
9356,-0.212564211,Pink Panzer,-0.186663306,Album,-0.835024582,-0.182553443,Pink Panzer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9356.mp3,"[[-6.3481561e+02 -5.0248602e+02 -4.5941208e+02 ... -6.3518665e+02
  -6.3518665e+02 -6.3518665e+02]
 [ 5.2432466e-01  1.0770970e+02  1.1236903e+02 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 5.2327931e-01  2.3481741e+01  1.9953331e+01 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 ...
 [ 4.9051982e-01  5.1180210e+00  5.3398352e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.8353118e-01  4.0618939e+00  4.5701485e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]
 [ 4.7594738e-01  5.1536865e+00  5.5708957e+00 ...  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
9455,-0.110845516,The Octogon,-0.007932282,Album,-0.270194198,-0.037203611,Welcome Wizard,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9455.mp3,"[[ -21.754652     8.815865   -19.043945  ... -166.23236   -193.76897
  -243.71045  ]
 [  67.96971     65.25698     59.2539    ...   74.13368     74.30884
   107.1999   ]
 [ -19.685635   -25.628372   -22.142948  ...   43.76554     47.1389
    42.989853 ]
 ...
 [   9.75313     12.8699665   14.663129  ...   -5.7025576    2.2764306
     6.831393 ]
 [   5.551183     8.967174    13.310463  ...    1.5261375    8.648496
    10.860744 ]
 [  -3.666395    -3.2015367   -2.2285724 ...  -14.6884575   -8.581865
     2.1117191]]"
9483,-0.109661876,Birthdays,-0.390927334,Live Performance,1.404593569,0.728407168,Justice Yeldham,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9483.mp3,"[[-143.80434       2.1995685    39.757473   ...    4.070553
     4.562099    -20.02018   ]
 [  69.043915     69.28816      73.58238    ...  115.90574
   123.59621     131.32755   ]
 [ -32.378815    -32.002247    -27.95137    ...  -19.841648
   -16.625565     -7.031354  ]
 ...
 [  -4.331007      0.3555895     3.9456353  ...    1.6199498
     3.4136558     1.6458032 ]
 [  -2.5161028    -0.98916805   -0.93633455 ...   -5.752436
    -0.29654217    0.9149632 ]
 [ -33.178665    -28.016788    -25.28658    ...  -16.917332
   -12.040684     -4.5029893 ]]"
9485,-0.134680657,Duck Side of the Moon,-0.339861327,Album,0.087750639,-0.038728628,Purple Duck,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9485.mp3,"[[-211.70398     -81.06366     -61.439915   ... -248.01274
  -145.26976     -84.434875  ]
 [ 151.23305     160.32166     160.06747    ...  135.50699
   113.0508      118.356415  ]
 [  12.248676      9.132287      3.7449164  ...   68.3399
    40.598656     24.938122  ]
 ...
 [   7.4560432     2.1956882    -0.6838452  ...   -2.1219156
     9.129962     11.560448  ]
 [  10.106047      6.4228673     0.92748195 ...   -5.5812883
     1.0212295     6.8152113 ]
 [  -3.3837495    -4.16854      -4.2231736  ...  -12.348572
    -8.083197      2.4119165 ]]"
9820,-0.178644452,MFFZ,-0.237729313,Album,-0.204516246,-0.165042048,Assaf K. Talmudi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9820.mp3,"[[-346.43503    -210.64323    -178.01656    ... -116.61278
  -112.359695   -134.20071   ]
 [ 153.61755     145.94911     137.85474    ...  140.90341
   140.46039     137.24118   ]
 [  15.698442      7.453802      6.8991876  ...   15.555048
    14.85696      14.609736  ]
 ...
 [ -13.86071      -8.985895     -6.040312   ...   -8.03547
    -8.891367     -6.88499   ]
 [   6.236691      9.18459       8.04546    ...    1.7871873
    -0.7227608    -2.2850142 ]
 [   1.920888     -2.9799395    -7.306839   ...   -0.63048613
    -5.5163627    -3.112534  ]]"
9899,-0.202587811,live at issue project room 2/20/09,-0.467526344,Album,-0.220935734,-0.066389268,Arthur Doyle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9899.mp3,"[[-4.2394012e+02 -3.3451404e+02 -3.1248050e+02 ... -4.2872751e+02
  -4.2429272e+02 -4.1244061e+02]
 [ 5.3691200e+01  1.1703937e+02  1.3076633e+02 ...  6.7715813e+01
   7.0572197e+01  7.2537910e+01]
 [ 6.5948315e+00 -1.0224883e+01 -1.1036499e+01 ...  5.1571289e+01
   4.8575115e+01  4.0674057e+01]
 ...
 [-2.4556828e+00 -2.8374016e+00 -1.1287165e+00 ...  9.9838047e+00
   7.4980402e+00  5.8872471e+00]
 [-1.2474208e+00  4.6598631e-01  2.6887190e+00 ...  6.0610533e+00
   3.6053519e+00  5.6754913e+00]
 [ 6.7243242e+00 -2.4379511e+00  2.3962793e-01 ...  2.2232385e+00
  -7.1854413e-01 -1.0697852e+00]]"
9980,-0.199841765,Phoning It In 04/07/05,-0.314328323,Radio Program,3.585101562,-0.165567916,Fred Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9980.mp3,"[[-633.74554   -401.82806   -290.93265   ... -323.05847   -328.5424
  -250.13722  ]
 [   0.         150.14221    206.12332   ...  169.5961     171.89929
   137.60371  ]
 [   0.         -63.52942   -102.16379   ... -115.82063   -108.1532
   -98.747055 ]
 ...
 [   0.          -4.13416    -10.4158325 ...    4.2392635    4.7866473
     5.213253 ]
 [   0.         -21.704906   -32.651917  ...  -39.693993   -34.365173
   -19.575607 ]
 [   0.         -10.557905    -8.394184  ...  -10.234869   -12.297485
   -13.832535 ]]"
9998,-0.181721918,Golden Ocean,-0.28879532,Album,-0.148689987,-0.064496145,50 Foot Wave,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9998.mp3,"[[ 13.292552   47.161278   45.392334  ...  51.11043    45.499832
   51.43269  ]
 [ 69.43603    66.536514   68.13075   ...  34.074234   28.808472
   36.76142  ]
 [  8.831724    7.606533    8.248146  ...  41.253067   49.624878
   39.120964 ]
 ...
 [ -5.051213   -8.588554  -12.454739  ... -10.37173   -13.222249
   -6.669733 ]
 [ 16.466055   11.099224    7.5636215 ...   3.544034    5.6743417
    4.1129856]
 [ -4.285528   -8.973159   -8.638351  ...  -7.4328356 -10.2686615
  -15.67946  ]]"
10100,-0.213132358,Edison Blue Amberol: 2345,-0.467526344,Album,-0.217651836,-0.07254192,Homer Rodeheaver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10100.mp3,"[[-435.6971    -289.16428   -266.9906    ... -307.7431    -298.63928
  -291.6423   ]
 [  48.746223    53.483112    53.184086  ...   49.8771      47.043007
    40.886826 ]
 [ -17.07801    -17.072254   -14.990517  ...   -8.931652   -16.657322
   -23.44091  ]
 ...
 [  -4.2155614  -12.82496    -15.8416    ...  -14.339621   -13.924639
   -10.979622 ]
 [   5.493661    -3.0329795   -8.962795  ...  -10.307703   -12.768486
    -4.569133 ]
 [ -15.172755   -22.642681   -23.91949   ...  -14.0582285   -8.271235
     1.0640079]]"
10105,-0.212442465,Edison Blue Amberol: 2533,-0.467526344,Album,-0.243923017,-0.065074599,National Promenade Band,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10105.mp3,"[[-356.941     -194.37476   -152.13112   ... -167.64879   -178.82808
  -178.03873  ]
 [ 133.37112    138.29915    127.03929   ...  123.154495   117.32013
   132.30211  ]
 [ -40.759968   -63.479996   -67.69977   ...  -74.42557    -64.39795
   -40.927696 ]
 ...
 [  -7.0665007  -13.800127   -13.849514  ...  -15.887053   -21.607286
    -7.853017 ]
 [ -16.391302   -30.836548   -33.307594  ...  -25.935133   -31.847591
   -21.913937 ]
 [ -16.625486   -25.245884   -29.463858  ...  -24.631336   -26.300598
   -21.305634 ]]"
10139,-0.166923028,Live at The Bell House 4/4/2009,-0.263262317,Album,-0.628139034,0.040046353,Pink Skull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10139.mp3,"[[-470.31232   -362.58752   -350.97818   ... -351.85324   -353.36148
  -324.65656  ]
 [ 171.20924    194.31424    187.0035    ...  146.65988    141.81233
   131.22195  ]
 [  43.70305     28.651402    30.347809  ...  -32.48188     -8.187313
     3.3597507]
 ...
 [   7.6136694    8.154308     4.3426027 ...   -7.3760133  -16.727343
   -13.244586 ]
 [  19.75877     27.123268    24.576777  ...  -13.281481   -19.750864
   -13.1991625]
 [   3.7752542   -1.3524432   -4.2399855 ...   -2.2896967   -4.01293
    -7.5103893]]"
10146,-0.166923028,Live at The Bell House 4/4/2009,-0.263262317,Album,1.634466399,-0.151895356,Pink Skull,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10146.mp3,"[[-353.34082   -210.18842   -136.595     ... -134.53113   -170.18822
  -218.67387  ]
 [  38.539204    42.74008     67.23897   ...   17.473627    22.796684
    34.848816 ]
 [  28.088005    24.899267    35.158585  ...   54.855846    66.04639
    67.88981  ]
 ...
 [ -13.614468   -11.6634865   -4.8194704 ...    1.3098825    6.407836
     6.009633 ]
 [   4.889024     5.895113     9.113735  ...    2.4977417   10.641609
    12.506868 ]
 [  -9.728271    -5.031998     5.586247  ...   -8.559604    -2.2557783
     1.9241489]]"
